policy,frame,frame_ms,visual_mse,resolution_scale,samples_per_pixel,width,height,frame_ewma_ms,visual_ewma
fixed,34,9.5737919999999992,0,1,1,320,180,0,0
fixed,35,9.5400419999999997,0,1,1,320,180,0,0
fixed,36,9.5394579999999998,0,1,1,320,180,0,0
fixed,37,9.8532919999999997,0,1,1,320,180,0,0
fixed,38,9.5906669999999998,0,1,1,320,180,0,0
fixed,39,9.5082920000000009,0,1,1,320,180,0,0
fixed,40,9.565042,0,1,1,320,180,0,0
fixed,41,9.5265830000000005,0,1,1,320,180,0,0
fixed,42,9.5777090000000005,0,1,1,320,180,0,0
fixed,43,9.5116669999999992,0,1,1,320,180,0,0
fixed,44,9.5664169999999995,0,1,1,320,180,0,0
fixed,45,9.5551670000000009,0,1,1,320,180,0,0
fixed,46,9.5205420000000007,0,1,1,320,180,0,0
fixed,47,9.5770839999999993,0,1,1,320,180,0,0
fixed,48,9.5324580000000001,0,1,1,320,180,0,0
fixed,49,9.5340000000000007,0,1,1,320,180,0,0
fixed,50,9.5168750000000006,0,1,1,320,180,0,0
fixed,51,9.5692909999999998,0,1,1,320,180,0,0
fixed,52,9.5352910000000008,0,1,1,320,180,0,0
fixed,53,9.5474580000000007,0,1,1,320,180,0,0
fixed,54,9.5370000000000008,0,1,1,320,180,0,0
fixed,55,9.5538749999999997,0,1,1,320,180,0,0
fixed,56,9.9309580000000004,0,1,1,320,180,0,0
fixed,57,9.5297499999999999,0,1,1,320,180,0,0
fixed,58,9.5352499999999996,0,1,1,320,180,0,0
fixed,59,9.5087080000000004,0,1,1,320,180,0,0
fixed,60,9.5413340000000009,0,1,1,320,180,0,0
fixed,61,9.5703750000000003,0,1,1,320,180,0,0
fixed,62,9.5677500000000002,0,1,1,320,180,0,0
fixed,63,9.5465,0,1,1,320,180,0,0
fixed,64,9.5480830000000001,0,1,1,320,180,0,0
fixed,65,9.5210419999999996,0,1,1,320,180,0,0
fixed,66,9.5702499999999997,0,1,1,320,180,0,0
fixed,67,9.5346670000000007,0,1,1,320,180,0,0
fixed,68,9.5480830000000001,0,1,1,320,180,0,0
fixed,69,9.5515000000000008,0,1,1,320,180,0,0
fixed,70,9.5773329999999994,0,1,1,320,180,0,0
fixed,71,9.5383329999999997,0,1,1,320,180,0,0
fixed,72,9.5318330000000007,0,1,1,320,180,0,0
fixed,73,9.6386660000000006,0,1,1,320,180,0,0
fixed,74,9.5403330000000004,0,1,1,320,180,0,0
fixed,75,9.5617090000000005,0,1,1,320,180,0,0
fixed,76,9.5506670000000007,0,1,1,320,180,0,0
fixed,77,9.5303749999999994,0,1,1,320,180,0,0
fixed,78,9.7120420000000003,0,1,1,320,180,0,0
fixed,79,9.4982089999999992,0,1,1,320,180,0,0
fixed,80,9.5127079999999999,0,1,1,320,180,0,0
fixed,81,9.4990419999999993,0,1,1,320,180,0,0
fixed,82,9.7825419999999994,0,1,1,320,180,0,0
fixed,83,9.4889589999999995,0,1,1,320,180,0,0
fixed,84,9.546875,0,1,1,320,180,0,0
fixed,85,9.6218749999999993,0,1,1,320,180,0,0
fixed,86,9.5612080000000006,0,1,1,320,180,0,0
fixed,87,9.5426660000000005,0,1,1,320,180,0,0
fixed,88,9.5845830000000003,0,1,1,320,180,0,0
fixed,89,9.6312080000000009,0,1,1,320,180,0,0
fixed,90,9.5668340000000001,0,1,1,320,180,0,0
fixed,91,9.7712079999999997,0,1,1,320,180,0,0
fixed,92,9.5384170000000008,0,1,1,320,180,0,0
fixed,93,9.5452499999999993,0,1,1,320,180,0,0
fixed,94,9.5496669999999995,0,1,1,320,180,0,0
fixed,95,9.5273749999999993,0,1,1,320,180,0,0
fixed,96,9.5433330000000005,0,1,1,320,180,0,0
fixed,97,9.5282499999999999,0,1,1,320,180,0,0
fixed,98,9.5069999999999997,0,1,1,320,180,0,0
fixed,99,9.6187500000000004,0,1,1,320,180,0,0
fixed,100,9.5227920000000008,0,1,1,320,180,0,0
fixed,101,9.5480420000000006,0,1,1,320,180,0,0
fixed,102,9.5750419999999998,0,1,1,320,180,0,0
fixed,103,9.5385000000000009,0,1,1,320,180,0,0
fixed,104,9.5821249999999996,0,1,1,320,180,0,0
fixed,105,9.5307499999999994,0,1,1,320,180,0,0
fixed,106,9.5281249999999993,0,1,1,320,180,0,0
fixed,107,9.5529580000000003,0,1,1,320,180,0,0
fixed,108,9.4999160000000007,0,1,1,320,180,0,0
fixed,109,9.4984160000000006,0,1,1,320,180,0,0
fixed,110,9.5350409999999997,0,1,1,320,180,0,0
fixed,111,9.5129169999999998,0,1,1,320,180,0,0
fixed,112,9.5591249999999999,0,1,1,320,180,0,0
fixed,113,9.5435420000000004,0,1,1,320,180,0,0
fixed,114,9.5098330000000004,0,1,1,320,180,0,0
fixed,115,9.5606670000000005,0,1,1,320,180,0,0
fixed,116,9.5392080000000004,0,1,1,320,180,0,0
fixed,117,9.5021249999999995,0,1,1,320,180,0,0
fixed,118,9.5195000000000007,0,1,1,320,180,0,0
fixed,119,9.5726250000000004,0,1,1,320,180,0,0
adaptive,0,9.5027500000000007,0,1,1,320,180,9.5027500000000007,0
adaptive,1,8.0738330000000005,0.00073594308532524586,0.92000000000000004,1,294,166,9.2884124500000009,0.00011039146279878688
adaptive,2,6.868125,0.00077214833568116934,0.84640000000000004,1,271,152,8.9253693325000008,0.00020965499373114426
adaptive,3,5.7987089999999997,0.00081421830491760897,0.77868800000000005,1,249,140,8.4563702826250005,0.00030033949040911392
adaptive,4,4.980334,0.00087014267154445792,0.71639296000000008,1,229,129,7.9349648402312498,0.00038580996757941555
adaptive,5,4.19625,0.00089043696272391197,0.65908152320000013,1,211,119,7.3741576141965623,0.00046150401685108997
adaptive,6,3.5562499999999999,0.0010174252610196601,0.60635500134400011,1,194,109,6.8014714720670773,0.00054489220347637545
adaptive,7,3.0047920000000001,0.0010713847701239814,0.55784660123648011,1,179,100,6.2319695512570155,0.00062386608847351632
adaptive,8,2.5437919999999998,0.0012011618409920942,0.51321887313756176,1,164,92,5.6787429185684628,0.00071046045135130301
adaptive,9,2.1533329999999999,0.0013477106355594649,0.47216136328655683,1,151,85,5.1499314307831927,0.00080604797898252726
adaptive,10,1.8230839999999999,0.0013712863129544152,0.43438845422363231,1,139,78,4.6509043161657138,0.00089083372907831047
adaptive,11,1.560916,0.0012232243033789081,0.39963737788574177,1,128,72,4.1874060687408567,0.00094069231522340014
adaptive,12,1.3182499999999999,0.0017734489536155489,0.36766638765488246,1,118,66,3.7570326584297282,0.0010656058109822224
adaptive,13,1.1931659999999999,0.0019122031896297016,0.34999999999999998,1,112,63,3.3724526596652691,0.0011925954177793442
adaptive,14,1.1862090000000001,0.0019096612400989177,0.34999999999999998,1,112,63,3.0445161107154788,0.0013001552911272802
adaptive,15,1.1859170000000001,0.0019062433294949612,0.34999999999999998,1,112,63,2.7657262441081567,0.0013910684968824324
adaptive,16,1.1890829999999999,0.0019019490967453244,0.34999999999999998,1,112,63,2.5292297574919331,0.0014677005868618661
adaptive,17,1.195084,0.0018967914775515195,0.34999999999999998,1,112,63,2.3291078938681431,0.0015320642204653141
adaptive,18,1.1861250000000001,0.0018907964129329068,0.34999999999999998,1,112,63,2.1576604597879214,0.001585874049335453
adaptive,19,1.1935,0.0018840023675215356,0.34999999999999998,1,112,63,2.0130363908197331,0.0016305932970633653
adaptive,20,1.1851659999999999,0.0018764596663067956,0.34999999999999998,1,112,63,1.888855832196773,0.0016674732524498798
adaptive,21,1.1865000000000001,0.0018682296611580319,0.34999999999999998,1,112,63,1.7835024573672571,0.0016975867137561027
adaptive,22,1.1892499999999999,0.001859383740872197,0.34999999999999998,1,112,63,1.6943645887621683,0.001721856267823517
adaptive,23,1.18825,0.0018500022006944429,0.34999999999999998,1,112,63,1.6184474004478431,0.0017410781577541557
adaptive,24,1.1987920000000001,0.0018401729892111786,0.34999999999999998,1,112,63,1.5554990903806667,0.0017559423824727092
adaptive,25,1.1892499999999999,0.0018299903521621491,0.34999999999999998,1,112,63,1.5005617268235665,0.0017670495779261251
adaptive,26,1.1935,0.001819553394088939,0.34999999999999998,1,112,63,1.4545024678000316,0.0017749251503505472
adaptive,27,1.2059580000000001,0.0018089645797566591,0.34999999999999998,1,112,63,1.4172207976300268,0.001780031064761464
adaptive,28,1.188833,0.0017983281979949391,0.34999999999999998,1,112,63,1.3829626279855227,0.0017827756347464853
adaptive,29,1.1853750000000001,0.0017877488109512686,0.34999999999999998,1,112,63,1.3533244837876943,0.0017835216111772027
adaptive,30,1.183875,0.0017773297117728351,0.34999999999999998,1,112,63,1.3279070612195403,0.0017825928262665475
adaptive,31,1.1984589999999999,0.0017671714133968637,0.34999999999999998,1,112,63,1.3084898520366093,0.0017802796143360949
adaptive,32,1.1779580000000001,0.0017573701904736649,0.34999999999999998,1,112,63,1.2889100742311179,0.0017768432007567302
adaptive,33,1.181459,0.0017480166954639217,0.34999999999999998,1,112,63,1.2727924130964503,0.001772519224962809
adaptive,34,1.1978340000000001,0.0017391946686744577,0.34999999999999998,1,112,63,1.2615486511319829,0.001767520541519556
adaptive,35,1.185667,0.0017309797604286626,0.34999999999999998,1,112,63,1.2501664034621853,0.0017620394243559221
adaptive,36,1.189792,0.0017234384817589393,0.34999999999999998,1,112,63,1.2411102429428575,0.0017562492829663746
adaptive,37,1.2147079999999999,0.0017166272979613477,0.34999999999999998,1,112,63,1.2371499065014289,0.0017503059852156206
adaptive,38,1.187084,0.0017105918771248502,0.34999999999999998,1,112,63,1.2296400205262146,0.0017443488690020051
adaptive,39,1.1825000000000001,0.001705366503355249,0.34999999999999998,1,112,63,1.2225690174472825,0.0017385015141549917
adaptive,40,1.185875,0.001700973661899377,0.34999999999999998,1,112,63,1.2170649148301902,0.0017328723363166495
adaptive,41,1.1845829999999999,0.0016974238007911979,0.34999999999999998,1,112,63,1.2121926276056618,0.0017275550559878318
adaptive,42,1.1831670000000001,0.001694715270992,0.34999999999999998,1,112,63,1.2078387834648125,0.0017226290882384569
adaptive,43,1.186042,0.0016928344443677265,0.34999999999999998,1,112,63,1.2045692659450906,0.0017181598916578473
adaptive,44,1.2004159999999999,0.0016917560062339595,0.34999999999999998,1,112,63,1.203946276053327,0.001714199308844264
adaptive,45,1.1825410000000001,0.0016914434166707965,0.34999999999999998,1,112,63,1.200735484645328,0.0017107859250182437
adaptive,46,1.1888339999999999,0.0016918495323806648,0.34999999999999998,1,112,63,1.1989502619485286,0.0017079454661226069
adaptive,47,1.1884999999999999,0.0016929173785969877,0.34999999999999998,1,112,63,1.1973827226562492,0.001705691252993764
adaptive,48,1.191125,0.0016945810584264745,0.34999999999999998,1,112,63,1.1964440642578118,0.0017040247238086707
adaptive,49,1.189792,0.001696766785137999,0.34999999999999998,1,112,63,1.19544625461914,0.00170293603300807
adaptive,50,1.191667,0.0016993940212222179,0.34999999999999998,1,112,63,1.1948793664262691,0.0017024047312401921
adaptive,51,1.2029160000000001,0.001702376706643319,0.34999999999999998,1,112,63,1.1960848614623287,0.0017024005275506611
adaptive,52,1.188958,0.0017056245575656969,0.34999999999999998,1,112,63,1.1950158322429794,0.0017028841320529166
adaptive,53,1.187125,0.0017090444159708128,0.34999999999999998,1,112,63,1.1938322074065324,0.001703808174640601
adaptive,54,1.1909160000000001,0.0017125416300310069,0.34999999999999998,1,112,63,1.1933947762955524,0.0017051181929491617
adaptive,55,1.1924170000000001,0.0017160214448336637,0.34999999999999998,1,112,63,1.1932481098512195,0.0017067536807318371
adaptive,56,1.1913339999999999,0.0017193903830983951,0.34999999999999998,1,112,63,1.1929609933735366,0.0017086491860868209
adaptive,57,1.1999169999999999,0.001722557595856647,0.34999999999999998,1,112,63,1.1940043943675058,0.0017107354475522948
adaptive,58,1.1854579999999999,0.0017254361636958591,0.34999999999999998,1,112,63,1.19272243521238,0.0017129405549738293
adaptive,59,1.183875,0.0017279443300668299,0.34999999999999998,1,112,63,1.1913953199305229,0.0017151911212377794
adaptive,60,1.1891670000000001,0.0017300066493169803,0.34999999999999998,1,112,63,1.1910610719409445,0.0017174134504496597
adaptive,61,1.2140420000000001,0.0017315550335180502,0.34999999999999998,1,112,63,1.1945082111498029,0.0017195346879099183
adaptive,62,1.200917,0.0017325296837716287,0.34999999999999998,1,112,63,1.1954695294773323,0.0017214839372891749
adaptive,63,1.189792,0.0017328798934960826,0.34999999999999998,1,112,63,1.1946179000557324,0.001723193330720211
adaptive,64,1.1892499999999999,0.0017325647131702351,0.34999999999999998,1,112,63,1.1938127150473725,0.0017245990380877147
adaptive,65,1.1857089999999999,0.0017315534681215424,0.34999999999999998,1,112,63,1.1925971577902665,0.0017256422025927888
adaptive,66,1.1827080000000001,0.0017298261231534276,0.34999999999999998,1,112,63,1.1911137841217265,0.0017262697906768845
adaptive,67,1.1806669999999999,0.0017273734900914068,0.34999999999999998,1,112,63,1.1895467665034676,0.0017264353455890629
adaptive,68,1.1992499999999999,0.0017241972766290001,0.34999999999999998,1,112,63,1.1910022515279475,0.0017260996352450534
adaptive,69,1.187667,0.0017203099771777384,0.34999999999999998,1,112,63,1.1905019637987553,0.0017252311865349561
adaptive,70,1.1876249999999999,0.0017157346086954888,0.34999999999999998,1,112,63,1.190070419228942,0.001723806699859036
adaptive,71,1.1913750000000001,0.0017105042966822782,0.34999999999999998,1,112,63,1.1902661063446007,0.0017218113393825223
adaptive,72,1.1842919999999999,0.0017046617186477198,0.34999999999999998,1,112,63,1.1893699903929107,0.0017192388962723019
adaptive,73,1.183792,0.0016982584143408134,0.34999999999999998,1,112,63,1.1885332918339739,0.0017160918239825784
adaptive,74,1.188042,0.0016913539738642768,0.34999999999999998,1,112,63,1.1884595980588779,0.0017123811464648331
adaptive,75,1.1913750000000001,0.0016840151164529845,0.34999999999999998,1,112,63,1.1888969083500462,0.0017081262419630558
adaptive,76,1.1845410000000001,0.0016763146741430011,0.34999999999999998,1,112,63,1.1882435220975391,0.0017033545067900477
adaptive,77,1.184666,0.0016683304957976022,0.34999999999999998,1,112,63,1.1877068937829081,0.0016981009051411809
adaptive,78,1.195875,0.0016601442879464732,0.34999999999999998,1,112,63,1.1889321097154719,0.0016924074125619745
adaptive,79,1.1902919999999999,0.0016518404096506844,0.34999999999999998,1,112,63,1.189136093258151,0.0016863223621252808
adaptive,80,1.1819999999999999,0.0016435046391006286,0.34999999999999998,1,112,63,1.1880656792694282,0.0016798997036715829
adaptive,81,1.185916,0.0016352229298876285,0.34999999999999998,1,112,63,1.1877432273790138,0.0016731981876039897
adaptive,82,1.1860839999999999,0.0016270801748694335,0.34999999999999998,1,112,63,1.1874943432721616,0.0016662804856938062
adaptive,83,1.1876249999999999,0.0016191589952720107,0.34999999999999998,1,112,63,1.1875139417813374,0.0016592122621305366
adaptive,84,1.189792,0.0016115385721327722,0.34999999999999998,1,112,63,1.1878556505141369,0.0016520612086308719
adaptive,85,1.1957089999999999,0.0016042935364314979,0.34999999999999998,1,112,63,1.1890336529370162,0.0016448960578009657
adaptive,86,1.1873339999999999,0.0015974929332552633,0.34999999999999998,1,112,63,1.1887787049964638,0.0016377855891191104
adaptive,87,1.191208,0.0015911992741404189,0.34999999999999998,1,112,63,1.1891430992469942,0.0016307976418723066
adaptive,88,1.199416,0.0015854676903452342,0.34999999999999998,1,112,63,1.1906840343599452,0.0016239981491432457
adaptive,89,1.1875,0.0015803451982475509,0.34999999999999998,1,112,63,1.1902064292059535,0.0016174502065088915
adaptive,90,1.190167,0.0015758700863539904,0.34999999999999998,1,112,63,1.1902005148250605,0.0016112131884856563
adaptive,91,1.1832499999999999,0.0015720714315940203,0.34999999999999998,1,112,63,1.1891579376013015,0.001605341924951911
adaptive,92,1.1894579999999999,0.0015689687506586349,0.34999999999999998,1,112,63,1.1892029469611063,0.0015998859488079195
adaptive,93,1.183125,0.0015665717901708698,0.34999999999999998,1,112,63,1.1882912549169404,0.0015948888250123621
adaptive,94,1.183792,0.0015648804574723593,0.34999999999999998,1,112,63,1.1876163666793993,0.0015903875698813617
adaptive,95,1.1985840000000001,0.0015638848918010358,0.34999999999999998,1,112,63,1.1892615116774894,0.0015864121681693128
adaptive,96,1.181125,0.0015635656736437996,0.34999999999999998,1,112,63,1.1880410349258661,0.0015829851939904859
adaptive,97,1.187916,0.0015638941681246619,0.34999999999999998,1,112,63,1.1880222796869861,0.0015801215401106121
adaptive,98,1.1850000000000001,0.001564832996422847,0.34999999999999998,1,112,63,1.1875689377339382,0.0015778282585574475
adaptive,99,1.186666,0.0015663366274725043,0.34999999999999998,1,112,63,1.1874334970738476,0.0015761045138947059
adaptive,100,1.1976249999999999,0.0015683520805675421,0.34999999999999998,1,112,63,1.1889622225127703,0.0015749416488956313
adaptive,101,1.1823330000000001,0.001570819728021512,0.34999999999999998,1,112,63,1.1879678391358548,0.0015743233607645134
adaptive,102,1.1882919999999999,0.0015736741857242189,0.34999999999999998,1,112,63,1.1880164632654766,0.0015742259845084692
adaptive,103,1.1875830000000001,0.001576845278317902,0.34999999999999998,1,112,63,1.1879514437756551,0.001574618878579884
adaptive,104,1.1859999999999999,0.0015802590647820357,0.34999999999999998,1,112,63,1.1876587272093067,0.0015754649065102067
adaptive,105,1.195333,0.0015838389095114318,0.34999999999999998,1,112,63,1.1888098681279107,0.0015767210069603905
adaptive,106,1.1850830000000001,0.0015875065834597979,0.34999999999999998,1,112,63,1.188250837908724,0.0015783388434353015
adaptive,107,1.1811659999999999,0.0015911833796503718,0.34999999999999998,1,112,63,1.1871881122224155,0.0015802655238675621
adaptive,108,1.2014590000000001,0.0015947912272932675,0.34999999999999998,1,112,63,1.1893287453890531,0.0015824443793814179
adaptive,109,1.181084,0.0015982537889136373,0.34999999999999998,1,112,63,1.188092033580695,0.0015848157908112507
adaptive,110,1.1930000000000001,0.0016014975252724602,0.34999999999999998,1,112,63,1.1888282285435907,0.001587318050980432
adaptive,111,1.1893750000000001,0.0016044527134478866,0.34999999999999998,1,112,63,1.1889102442620523,0.00158988825035055
adaptive,112,1.208,0.0016070544042306656,0.34999999999999998,1,112,63,1.1917737076227444,0.0015924631734325673
adaptive,113,1.19475,0.001609243305952017,0.34999999999999998,1,112,63,1.1922201514793327,0.0015949801933104848
adaptive,114,1.2140420000000001,0.0016109665830002292,0.34999999999999998,1,112,63,1.1954934287574328,0.0015973781517639465
adaptive,115,1.2068749999999999,0.0016121785585711593,0.34999999999999998,1,112,63,1.1972006644438178,0.0015995982127850283
adaptive,116,1.1873339999999999,0.0016128413126146985,0.34999999999999998,1,112,63,1.1957206647772451,0.0016015846777594788
adaptive,117,1.196834,0.0016129251674707979,0.34999999999999998,1,112,63,1.1958876650606582,0.0016032857512161768
adaptive,118,1.190291,0.0016124090553048553,0.34999999999999998,1,112,63,1.1950481653015594,0.0016046542468294786
adaptive,119,1.191792,0.0016112807631393263,0.34999999999999998,1,112,63,1.1945597405063255,0.0016056482242759555
